,SourceFile,Page,PageUtterances,PageSpeakers,PageEmotions,PagePanels,PageBalloons,FileNr,Split,ComicBookTitle,image_path
26,QC copy - 1500 - 04 Nightwing 19 _Nightwing 95_.xlsx,9,"['COMMISSIONER. I HAVE BEEN WORKING TO BRING DOWN BLOCKBUSTER AND MARONI… IN SECRET.', ""SUPPOSING I CHOOSE TO BELIEVE YOU, IF IT'S A SECRET, WHY ARE YOU TELLING ME?"", ""BECAUSE BLOCKBUSTER KNOWS I'M WORKING AGAINST HIM NOW. BUT HE DOESN'T KNOW WHAT I HAVE ON HIM."", 'I HAVE ENOUGH TO TAKE DOWN SEVERAL OF HIS MAJOR OPERATIONS. BUT WE ONLY GET ONE CHANCE AT THIS. WE HAVE TO ACT TONIGHT.', 'AND HOW WOULD YOU PROPOSE WE DO THAT?', 'FOLLOW ME. PLEASE.', 'WE JUST NEED TO CATCH THEM IN THE ACT…', ""… WE KNOW WHERE THEY'RE GOING TO BE. WE KNOW WHAT THEY'RE GOING TO DO."", ""EVEN IF THAT'S TRUE, I DON'T HAVE ENOUGH COPS I TRUST FOR AN OPERATION LIKE THIS. OUR CHIEF WITNESS WAS SHOT IN MY STATION."", 'MACLEAN IS DEAD?', 'YES.', 'PROBABLY BECAUSE BLOCKBUSTER THINKS HE HAD WHAT WE HAVE.', ""I CAN'T TRUST ANYONE. I'M COMPLETELY ON MY OWN HERE."", 'NO…']","['MELINDA', 'MAGGIE', 'MELINDA', 'MELINDA', 'MAGGIE', 'MELINDA', 'MELINDA', 'MELINDA', 'MAGGIE', 'MELINDA', 'MAGGIE', 'MELINDA', 'MAGGIE', 'BATWOMAN']","[""['Fear']"", ""['Surprise']"", ""['Fear', 'Joy']"", ""['Fear', 'Joy']"", ""['Surprise']"", ""['Fear', 'Joy']"", ""['Fear', 'Joy']"", ""['Joy']"", ""['Fear', 'Sadness']"", ""['Surprise']"", ""['Sadness']"", ""['Fear', 'Surprise']"", ""['Fear']"", ""['Surprise']""]","[1, 1, 2, 2, 2, 3, 3, 4, 4, 5, 5, 5, 6, 6]","[2, 3, 1, 2, 3, 1, 2, 1, 2, 1, 2, 3, 1, 2]",1500,TRAIN,Nightwing #95,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001500/images/page00009.jpg
27,QC copy - 1500 - 04 Nightwing 19 _Nightwing 95_.xlsx,10,"[""… YOU'RE NOT ON YOUR OWN, MAGGIE."", ""IT'S GOOD TO HAVE YOU IN BLÜDHAVEN, COMMISSIONER--SUPERMAN HAS SPOKEN HIGHLY OF YOU."", ""AND AS CHARACTER REFERENCES GO, IT DOESN'T GET BETTER THAN THAT."", ""I GET YOU'RE HERE SO THAT I TRUST WHAT YOU'RE SAYING, BATWOMAN.""]","['BATWOMAN', 'NIGHTWING', 'NIGHTWING', 'MAGGIE']","[""['Sadness']"", ""['Joy']"", ""['Joy']"", ""['Surprise', 'Joy']""]","[2, 2, 2, 3]","[1, 2, 3, 1]",1500,TRAIN,Nightwing #95,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001500/images/page00010.jpg
28,QC copy - 1500 - 04 Nightwing 19 _Nightwing 95_.xlsx,11,"[""WE HAVE THE PEOPLE. WE'LL DO THE WORK. WE CAN CATCH MARONI AND BLOCKBUSTER'S LIEUTENANTS IN THE ACT. WE'LL SUBDUE THEM AND WE'LL MAKE SURE THERE'S EVIDENCE."", 'WE JUST NEED YOU BEHIND US TO PICK THEM UP AND DO EVERYTHING ELSE BY THE BOOK.', ""EVEN IF I WANTED TO DO THIS, I DON'T KNOW WHO I CAN DEPEND ON IN THE DEPARTMENT."", ""YOU'RE ABOUT TO."", ""THIS IS A LIST OF EVERY COP WHO'S EVER TAKEN A DIME FROM MARONI AND BLOCKBUSTER."", ""BUT I'VE MADE THE MISTAKE OF TRUSTING YOU BEFORE."", ""I DON'T KNOW WHAT… THIS IS."", 'BUT THIS CITY HAS BEEN RUN BY CORRUPT, VIOLENT MEN, WHO THINK THEIR MONEY AND POWER PUTS THEM ABOVE THE LAW, ABOVE CONSEQUENCES.', 'WE HAVE AN OPPORTUNITY TO CARRY OUT THE SINGLE BIGGEST STRIKE AGAINST ORGANIZED CRIME THIS CITY HAS EVER SEEN.', 'ARE YOU IN?']","['NIGHTWING', 'BATWOMAN', 'MAGGIE', 'NIGHTWING', 'NIGHTWING', 'MAGGIE', 'NIGHTWING', 'NIGHTWING', 'NIGHTWING', 'NIGHTWING']","[""['Joy']"", ""['Fear']"", ""['Sadness']"", ""['Surprise']"", ""['Joy']"", ""['Sadness']"", ""['Surprise']"", ""['Sadness']"", ""['Joy']"", ""['Fear']""]","[1, 1, 2, 2, 3, 5, 6, 7, 8, 8]","[1, 2, 1, 2, 1, 1, 1, 1, 1, 2]",1500,TRAIN,Nightwing #95,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001500/images/page00011.jpg
29,QC copy - 1500 - 04 Nightwing 19 _Nightwing 95_.xlsx,12,"[""WE'RE ALL IN."", 'THANK YOU. SERIOUSLY.', 'BLOCKBUSTER AND MARONI HAVE FOUR MAJOR CRIMES PLANNED TONIGHT.', 'AND THEY HAVE NO IDEA WE KNOW THIS.']","['ROBIN', 'NIGHTWING', 'ID-4', 'NIGHTWING']","[""['Joy']"", ""['Joy']"", ""['Fear']"", ""['Joy']""]","[1, 2, 3, 3]","[1, 1, 1, 2]",1500,TRAIN,Nightwing #95,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001500/images/page00012.jpg
30,QC copy - 1500 - 04 Nightwing 19 _Nightwing 95_.xlsx,13,"['"" THERE\'S A SHIPMENT OF ARMS COMING INTO THE BLÜDHAVEN DOCKS.', '"" A CARGO PLANE TRAFFICKING PEOPLE LEFT BLÜDHAVEN AIRPORT TWENTY MINUTES AGO.', '"" A FEW TONS OF A VERY POORLY MADE, VERY HARMFUL SUBSTANCE ARE BEING TRUCKED IN.', '"" AND BOSS MARONI HIMSELF WILL BE AT A RARE JEWELS BUY. HE LIKES SHINY THINGS. ""']","['ID-5', 'ID-5', 'ID-5', 'ID-5']","[""['Fear']"", ""['Fear']"", ""['Fear']"", ""['Fear']""]","[1, 2, 3, 4]","[1, 1, 1, 1]",1500,TRAIN,Nightwing #95,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001500/images/page00013.jpg
31,QC copy - 1500 - 04 Nightwing 19 _Nightwing 95_.xlsx,14,"['"" WE CAN TAKE DOWN MARONI AND BLOCKBUSTER IF WE DO THIS RIGHT. ”', '"" WE NEED TO TIME THIS PERFECTLY. WE DON\'T WANT ANY OTHER OPERATION GETTING WIND OF WHAT\'S COMING FOR THEM. ""', 'BRING THEM DOWN!', '"" WE\'LL ONLY SUCCEED IF WE HIT EVERY ONE OF THESE AT THE SAME TIME. ""', 'WHAT THE…?']","['ID-5', 'ID-5', 'STARGIRL', 'ID-5', 'MARONI']","[""['Fear']"", ""['Fear']"", ""['Anger']"", ""['Fear']"", ""['Fear', 'Surprise']""]","[1, 2, 2, 3, 4]","[1, 1, 2, 1, 1]",1500,TRAIN,Nightwing #95,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001500/images/page00014.jpg
32,QC copy - 1500 - 04 Nightwing 19 _Nightwing 95_.xlsx,15,"['HI. WOULD YOU MIND PULLING OVER? OR I CAN JUST TAKE OFF YOUR WHEELS?', '"" MAKE SURE WE SUBDUE THEM FOR COMMISSIONER SAWYER\'S TASK FORCE.', '"" MAKE SURE THERE\'S ENOUGH TO INCRIMINATE THEM ALL. ""']","['FLASH', 'ID-5', 'ID-5']","[""['Joy']"", ""['Fear']"", ""['Fear']""]","[3, 4, 4]","[1, 1, 2]",1500,TRAIN,Nightwing #95,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001500/images/page00015.jpg
33,QC copy - 1500 - 04 Nightwing 19 _Nightwing 95_.xlsx,16,"[""@BLOCKBUSTER! THE BAT'S ON THE DOCKS!"", ""@I'VE GOT A DAMN JUSTICE-LEAGUER AT THE WINDOW! "", '@THE PLANE IS BEING HIJACKED!', '@SUPERHEROES WERE AT THE DROP OFF. THE COPS GOT MARONI!', 'COME ON.', 'WHAT THE HELL IS HAPPENING?', ""IT'S THEM. THE MAYOR. THE NEW COMMISSIONER. NIGHTWING."", ""THEY'RE ALL WORKING TOGETHER."", 'ARE WE RUNNING?', 'NO.', ""WE'RE GOING FOR A DRIVE.""]","['ID-6', 'ID-7', 'ID-8', 'ID-9', 'BLOCKBUSTER', 'ID-2', 'BLOCKBUSTER', 'BLOCKBUSTER', 'ID-1', 'BLOCKBUSTER', 'BLOCKBUSTER']","[""['Fear', 'Surprise']"", ""['Fear', 'Surprise']"", ""['Fear', 'Surprise']"", ""['Fear', 'Surprise']"", ""['Anger']"", ""['Surprise']"", ""['Anger']"", ""['Anger', 'Surprise']"", ""['Surprise']"", ""['Anger']"", ""['Anger', 'Joy']""]","[1, 2, 2, 2, 3, 3, 4, 4, 5, 5, 6]","[1, 1, 2, 3, 1, 2, 1, 2, 1, 2, 1]",1500,TRAIN,Nightwing #95,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001500/images/page00016.jpg
34,QC copy - 1500 - 04 Nightwing 19 _Nightwing 95_.xlsx,17,"[""IT'S TIME TO REMIND THEM WHO OWNS THIS PLACE."", 'THIS IS MY CITY.', ""THIS ISN'T THEIR @ # $ % $ # @ HAVEN!""]","['BLOCKBUSTER', 'BLOCKBUSTER', 'BLOCKBUSTER']","[""['Anger']"", ""['Anger']"", ""['Anger']""]","[1, 2, 3]","[1, 1, 1]",1500,TRAIN,Nightwing #95,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001500/images/page00017.jpg
35,QC copy - 1500 - 04 Nightwing 19 _Nightwing 95_.xlsx,18,"[""THANK YOU, BATWOMAN. WE'LL TAKE IT FROM HERE."", ""WHAT'S WITH YOU TWO? I THOUGHT YOU AND SAWYER WERE CLOSE?"", 'WE WERE.', 'I WAS SUPPOSED TO MARRY HER.', ""WHY DIDN'T YOU?"", 'A MIXTURE OF STUBBORNNESS, STUPIDITY, AND FEAR.', ""I TOLD MYSELF I WAS DOING IT FOR HER, BUT IT'S THE BIGGEST MISTAKE I'VE EVER MADE."", 'NIGHTWING!', '@ORACLE?', '@WHAT IS IT?']","['MAGGIE', 'NIGHTWING', 'BATWOMAN', 'BATWOMAN', 'NIGHTWING', 'BATWOMAN', 'BATWOMAN', 'ID-4', 'NIGHTWING', 'NIGHTWING']","[""['Joy']"", ""['Surprise']"", ""['Sadness']"", ""['Sadness']"", ""['Surprise']"", ""['Sadness']"", ""['Sadness']"", ""['Fear', 'Surprise']"", ""['Surprise']"", ""['Surprise']""]","[1, 2, 2, 2, 3, 3, 4, 5, 5, 5]","[1, 1, 2, 3, 1, 2, 1, 1, 2, 3]",1500,TRAIN,Nightwing #95,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001500/images/page00018.jpg
36,QC copy - 1500 - 04 Nightwing 19 _Nightwing 95_.xlsx,19,"['"" HAVEN\'S BEEN HIT. ""', 'MY GOD.', 'WE NEED EVAC FOR EVERYONE IN THESE BUILDINGS.', ""@I'M MAKING CALLS AND I'M ON MY WAY."", 'HELP!', ""I'M COMING!""]","['ID-4', 'BATWOMAN', 'NIGHTWING', 'ID-4', 'ELLIOT', 'NIGHTWING']","[""['Fear', 'Surprise']"", ""['Fear', 'Sadness', 'Surprise']"", ""['Fear', 'Sadness']"", ""['Fear']"", ""['Fear']"", ""['Fear']""]","[1, 1, 2, 2, 3, 4]","[1, 2, 1, 2, 1, 2]",1500,TRAIN,Nightwing #95,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001500/images/page00019.jpg
37,QC copy - 1500 - 04 Nightwing 19 _Nightwing 95_.xlsx,20,"['N-NIGHTWING?', ""IT'S OKAY, ELLIOT."", 'LOSE THE STICKS.', 'OR I SQUISH THEM. ONE, THEN THE OTHER.', ""HE'LL DO IT."", ""HE WON'T EVEN HESITATE."", 'LIE ON THE FLOOR.', 'FACE DOWN.']","['ELLIOT', 'NIGHTWING', 'BLOCKBUSTER', 'BLOCKBUSTER', 'NIGHTWING', 'NIGHTWING', 'BLOCKBUSTER', 'BLOCKBUSTER']","[""['Surprise']"", ""['Surprise']"", ""['Anger']"", ""['Anger', 'Joy']"", ""['Fear', 'Surprise']"", ""['Fear']"", ""['Anger']"", ""['Anger']""]","[1, 1, 2, 2, 4, 4, 5, 5]","[1, 2, 1, 2, 1, 2, 1, 2]",1500,TRAIN,Nightwing #95,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001500/images/page00020.jpg
38,QC copy - 1500 - 04 Nightwing 19 _Nightwing 95_.xlsx,21,"['RUN ALONG, KIDS.', '#HNNNNG.', 'YOU THINK YOU CAN CHANGE THIS CITY, NIGHTWING?', 'I  AM THIS CITY.', 'ME!']","['BLOCKBUSTER', 'NIGHTWING', 'BLOCKBUSTER', 'BLOCKBUSTER', 'BLOCKBUSTER']","[""['Anger']"", ""['Fear']"", ""['Anger', 'Disgust']"", ""['Anger']"", ""['Anger']""]","[1, 1, 1, 3, 3]","[1, 3, 4, 1, 2]",1500,TRAIN,Nightwing #95,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001500/images/page00021.jpg
39,QC copy - 1500 - 04 Nightwing 19 _Nightwing 95_.xlsx,22,"['OH NO.', 'DICK GRAYSON?!']","['NIGHTWING', 'BLOCKBUSTER']","[""['Sadness']"", ""['Surprise']""]","[1, 2]","[1, 1]",1500,TRAIN,Nightwing #95,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001500/images/page00022.jpg
40,QC copy - 1501 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCWWJL GL 1.xlsx,1,"['"" Tell me another story, Momma. ""', '"" What kind of story, Eleanor? ""', '"" One about John.', '"" Tell me how he became the Guardian. ""']","['Eleanor', 'Momma', 'Eleanor', 'Eleanor']","[""['Joy']"", ""['Surprise']"", ""['Joy']"", ""['Joy']""]","[1, 2, 2, 3]","[1, 1, 3, 6]",1501,TRAIN,Dark Crisis: Worlds Without a Justice League - Green Lantern #1,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001501/images/page00001.jpg
41,QC copy - 1501 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCWWJL GL 1.xlsx,2,"['"" Well, your brother doesn\'t like to talk about it much. You know that.', '"" But before he was the Guardian --before he was even a Green Lantern --John was a marine. Do you know what that is? ""', '"" Nuh-uh. ""', '"" A marine is a kind of soldier.', '"" Before long, John and a lot of other soldiers got sent across the ocean to fight a war. ""']","['Momma', 'Momma', 'Eleanor', 'Momma', 'Momma']","[""['Sadness', 'Surprise']"", ""['Surprise', 'Joy']"", ""['Surprise', 'Joy']"", ""['Sadness', 'Surprise']"", ""['Sadness']""]","[2, 2, 2, 2, 2]","[1, 2, 3, 4, 5]",1501,TRAIN,Dark Crisis: Worlds Without a Justice League - Green Lantern #1,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001501/images/page00002.jpg
42,QC copy - 1501 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCWWJL GL 1.xlsx,3,"['No!', 'Kyle!', '"" And while he was there… just like every war that ever was…', '""… something terrible happened. ""', '#YAAARRRRRGGH!', '"" Bad enough that John did something he wasn\'t in the habit of doing back then. ""', 'KYLE!', ""Jason, it's too late!"", '"" He prayed. ""', 'John.', 'John, We need you.', '"" He prayed for the strength to save the people who needed him.', '"" And in a flash of light, where your brother stood… ""']","['Natasha', 'ID-1', 'Momma', 'Momma', 'John', 'Momma', 'ID-1', 'Natasha', 'Momma', 'ID-2', 'ID-2', 'Momma', 'Momma']","[""['Fear', 'Surprise']"", ""['Fear', 'Surprise']"", ""['Sadness']"", ""['Fear', 'Sadness']"", ""['Fear']"", ""['Fear', 'Surprise']"", ""['Fear', 'Surprise']"", ""['Fear']"", ""['Surprise']"", ""['Fear', 'Surprise']"", ""['Fear', 'Surprise']"", ""['Surprise']"", ""['Surprise']""]","[1, 1, 1, 2, 3, 3, 3, 3, 4, 4, 5, 5, 6]","[1, 2, 3, 2, 1, 2, 3, 5, 1, 2, 1, 2, 1]",1501,TRAIN,Dark Crisis: Worlds Without a Justice League - Green Lantern #1,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001501/images/page00003.jpg
43,QC copy - 1501 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCWWJL GL 1.xlsx,4,"['… there stood an invincible knight, his eyes blazing with the light of heaven.', ""That's how your brother became a superhero, sweetie. Earth's first and greatest."", 'After the Battle of Oa, he founded a team of Lanterns called the Watchtower to protect Earth while he flew all over the Multiverse.', ""Isn't that nice?"", '#Uh-huh.', ""Enough, all right? I'm working on it. Can I stop hearing about it, please?"", ""You're only hearing about it because you're sneaking around back there instead of working."", ""Nobody's sneaking! Can't I take a minute to look at my girls?""]","['Momma', 'Momma', 'Momma', 'Momma', 'Eleanor', 'John', 'Momma', 'John']","[""['Surprise']"", ""['Surprise', 'Joy']"", ""['Joy']"", ""['Joy']"", ""['Surprise', 'Joy']"", ""['Anger']"", ""['Joy']"", ""['Surprise', 'Joy']""]","[1, 1, 1, 2, 2, 2, 3, 3]","[1, 2, 3, 1, 2, 3, 1, 2]",1501,TRAIN,Dark Crisis: Worlds Without a Justice League - Green Lantern #1,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001501/images/page00004.jpg
44,QC copy - 1501 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCWWJL GL 1.xlsx,5,"[""One day, when he'd done what he set out to do, he took off his ring, and passed it on."", ""He became an architect, like he'd always wanted."", ""And now we all live here together in the house he built for us, and he's finally putting up a fence to keep the rabbits out of my flowers."", ""Just pretend I'm not here, all right?"", '#Hmm.', 'What about the war, Momma? What if the…', '… th-the…', 'JOHN.']","['Momma', 'Momma', 'Momma', 'John', 'Momma', 'Eleanor', 'Eleanor', 'Natasha']","[""['Surprise']"", ""['Joy']"", ""['Joy']"", ""['Joy']"", ""['Surprise', 'Joy']"", ""['Surprise']"", '[Neutral]', '[Neutral]']","[1, 1, 1, 2, 2, 3, 3, 4]","[1, 2, 3, 1, 2, 1, 2, 1]",1501,TRAIN,Dark Crisis: Worlds Without a Justice League - Green Lantern #1,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001501/images/page00005.jpg
45,QC copy - 1501 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCWWJL GL 1.xlsx,6,"['JOHN.', 'WE NEED YOU.', 'Rayner? Is that you?', ""THEY'VE FOUND HER, JOHN."", 'MANY OF US HAVE FALLEN.', 'THE BRIGHT REVENANT IS WITH THEM.']","['Natasha', 'Natasha', 'John', 'Natasha', 'Natasha', 'Natasha']","[""['Fear']"", ""['Fear']"", ""['Surprise']"", ""['Fear', 'Surprise']"", ""['Sadness']"", ""['Fear', 'Sadness']""]","[1, 1, 1, 1, 1, 3]","[1, 2, 3, 4, 5, 1]",1501,TRAIN,Dark Crisis: Worlds Without a Justice League - Green Lantern #1,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001501/images/page00006.jpg
46,QC copy - 1501 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCWWJL GL 1.xlsx,7,"['What, Momma?', 'Did something happen again?', ""I-it's nothing, sweetie. Why don't you practice your reading for a bit?"", 'I need to talk to your brother.', ""You told me you formed the Watchtower so they wouldn't need you anymore. That you were done fighting."", ""It's nothing to worry about. The Corps just needs a hand with--"", 'Don\'t talk to me like I\'m stupid, John. She said, "" They found her. ""', ""You gave me back the daughter I buried. The same age she was when I lost her, and she hasn't aged a day since then. "", 'I know a miracle like that has to be paid back someday.', 'Tell me the truth, John…', '… is that day today?']","['Eleanor', 'Eleanor', 'Momma', 'Momma', 'Momma', 'John', 'Momma', 'Momma', 'Momma', 'Momma', 'Momma']","[""['Surprise']"", ""['Fear']"", ""['Sadness', 'Surprise']"", ""['Sadness']"", ""['Anger', 'Surprise']"", ""['Surprise']"", ""['Anger', 'Surprise']"", ""['Fear', 'Surprise']"", ""['Fear', 'Sadness']"", ""['Anger', 'Fear']"", ""['Fear']""]","[2, 2, 2, 2, 3, 3, 3, 4, 4, 4, 5]","[1, 2, 3, 4, 1, 2, 3, 1, 2, 3, 1]",1501,TRAIN,Dark Crisis: Worlds Without a Justice League - Green Lantern #1,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001501/images/page00007.jpg
47,QC copy - 1501 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCWWJL GL 1.xlsx,8,"[""They're called the Radiant Dead."", ""They're the ones that killed the Old Guardians."", ""If they'd killed the Central Battery like they meant to, there wouldn't be a Corps anymore… probably nothing else, either."", 'So I took the battery from Oa, and I hid it…', '… in the shape of my baby sister.', ""It really is still her, Mom. My memory of her, anyway. She's just… more than she used to be."", ""Don't worry. I'll fix this."", ""I'll never forget what you did for your sister."", ""But swear to me you'll come back, too."", ""I will. I'll come back."", ""You'll never have to bury either of us again.""]","['John', 'John', 'John', 'John', 'John', 'John', 'John', 'Momma', 'Momma', 'John', 'John']","[""['Anger']"", ""['Anger', 'Sadness']"", ""['Anger', 'Fear']"", ""['Fear']"", ""['Fear']"", ""['Joy']"", ""['Fear']"", ""['Surprise', 'Joy']"", ""['Fear']"", ""['Fear']"", ""['Sadness']""]","[1, 1, 2, 2, 3, 3, 4, 4, 5, 5, 6]","[1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1]",1501,TRAIN,Dark Crisis: Worlds Without a Justice League - Green Lantern #1,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001501/images/page00008.jpg
48,QC copy - 1501 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCWWJL GL 1.xlsx,9,"[""I've gotta leave for a bit, kiddo. But I won't be long."", 'Take care of your momma, yeah?', 'Okay.', 'And keep practicing your reading. You know We love hearing you read.', 'I know.', ""I'll be right back."", ""And I'll finish that fence."", ""Where's John going, Momma?"", ""He's going to do what he does, sweetie."", 'The things no one else can do.']","['John', 'John', 'Eleanor', 'John', 'Eleanor', 'John', 'John', 'Eleanor', 'Momma', 'Momma']","[""['Joy']"", ""['Joy']"", ""['Surprise', 'Joy']"", ""['Joy']"", ""['Joy']"", ""['Joy']"", ""['Joy']"", ""['Surprise']"", ""['Fear', 'Joy']"", ""['Fear', 'Joy']""]","[2, 2, 3, 4, 4, 5, 5, 5, 5, 5]","[1, 2, 1, 1, 2, 1, 2, 3, 4, 5]",1501,TRAIN,Dark Crisis: Worlds Without a Justice League - Green Lantern #1,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001501/images/page00009.jpg
49,QC copy - 1501 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCWWJL GL 1.xlsx,10,"['"" What do you mean, \'no one else\'?\' Cause John was a soldier? ""', '"" Some people think so. His way of never quitting… his mind for strategy, the way he leads people.', '"" But no, that\'s not why.', '"" John\'s special because he\'s a builder.', '"" His mind has always pushed against the limitations that were set on him.', '"" Limitations of resources, or time… even the rules of three-dimensional space.', '"" With his mind, his will, and the power he\'s been given, he can do anything.', '""… is that he was looking for the ring before he knew it existed.', '"" My boy\'s been the Guardian since the day he was born. ""']","['Eleanor', 'Momma', 'Momma', 'Momma', 'Momma', 'Momma', 'Momma', 'Momma', 'Momma']","[""['Surprise']"", ""['Surprise', 'Joy']"", ""['Surprise']"", ""['Surprise', 'Joy']"", ""['Surprise', 'Joy']"", ""['Surprise', 'Joy']"", ""['Joy']"", ""['Surprise', 'Joy']"", ""['Joy']""]","[1, 2, 2, 2, 3, 4, 6, 8, 8]","[1, 1, 2, 3, 1, 1, 1, 1, 3]",1501,TRAIN,Dark Crisis: Worlds Without a Justice League - Green Lantern #1,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001501/images/page00010.jpg
50,QC copy - 1501 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCWWJL GL 1.xlsx,11,"['"" But he\'s not limited anymore.', '"" What makes him special, even among the other Lanterns…', 'The Guardian is with us!', '"" And whether any of us like it or not… ”']","['Momma', 'Momma', 'ID-3', 'Momma']","[""['Joy']"", ""['Surprise', 'Joy']"", ""['Surprise', 'Joy']"", ""['Fear', 'Surprise']""]","[1, 2, 3, 3]","[1, 1, 1, 3]",1501,TRAIN,Dark Crisis: Worlds Without a Justice League - Green Lantern #1,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001501/images/page00011.jpg
51,QC copy - 1501 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCWWJL GL 1.xlsx,12,"['""… there are some threats only he can face. ""']",['Momma'],"[""['Fear']""]",[1],[1],1501,TRAIN,Dark Crisis: Worlds Without a Justice League - Green Lantern #1,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001501/images/page00012.jpg
52,QC copy - 1501 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCWWJL GL 1.xlsx,13,"['John!', 'Sit-rep, Natasha.', 'Does this situation not speak for itself?', ""An hour ago, we had 2,300 Lanterns! We're down to barely a thousand!"", '932!', ""You should've called me earlier."", ""You're retired!"", ""It's okay. We're gonna get them all back."", ""If the big one gets any closer to the Battery, it's gonna--"", ""Oh god. It's happening."", 'Everybody fall back!']","['Natasha', 'John', 'Natasha', 'Natasha', 'Natasha', 'John', 'Natasha', 'John', 'ID-1', 'ID-1', 'John']","[""['Surprise']"", ""['Surprise']"", ""['Fear', 'Surprise']"", ""['Fear', 'Sadness', 'Surprise']"", ""['Surprise']"", ""['Sadness', 'Surprise']"", ""['Sadness']"", ""['Surprise']"", ""['Fear']"", ""['Fear', 'Surprise']"", ""['Fear', 'Surprise']""]","[2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3]","[2, 3, 4, 2, 4, 5, 6, 8, 9, 10, 11]",1501,TRAIN,Dark Crisis: Worlds Without a Justice League - Green Lantern #1,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001501/images/page00013.jpg
53,QC copy - 1501 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCWWJL GL 1.xlsx,14,['The BRIGHT REVENANT is awake!'],['BRIGHT REVENANT'],"[""['Surprise', 'Joy']""]",[1],[1],1501,TRAIN,Dark Crisis: Worlds Without a Justice League - Green Lantern #1,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001501/images/page00014.jpg
54,QC copy - 1501 - 09 Mundos sin Liga de la Justicia Green Lantern 1 - DCWWJL GL 1.xlsx,15,"[""It's headed for Earth!"", ""It's after the Battery."", ""I've got him."", ""You've…? What, alone?!"", ""John, it'll kill you!"", ""You're not wrong to be afraid, kid. But you're wrong to let them see it."", ""We're Lanterns."", 'Let our enemies fear us.']","['Natasha', 'ID-1', 'John', 'ID-1', 'ID-1', 'John', 'John', 'John']","[""['Fear', 'Surprise']"", ""['Fear', 'Surprise']"", ""['Fear']"", ""['Surprise']"", ""['Fear']"", ""['Surprise']"", ""['Joy']"", ""['Anger']""]","[1, 1, 1, 1, 1, 3, 3, 4]","[1, 2, 3, 4, 5, 1, 2, 1]",1501,TRAIN,Dark Crisis: Worlds Without a Justice League - Green Lantern #1,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001501/images/page00015.jpg
